x,y,z
-0.05178070068359375,-0.18576812744140625,-0.9593620300292969
-0.051860809326171875,-0.18587493896484375,-0.959136962890625
-0.051578521728515625,-0.18602752685546875,-0.9590950012207031
-0.0518798828125,-0.185943603515625,-0.9590568542480469
-0.051784515380859375,-0.18568038940429688,-0.95880126953125
-0.051959991455078125,-0.18574142456054688,-0.9592018127441406
-0.05162811279296875,-0.18609619140625,-0.9591941833496094
-0.05153656005859375,-0.18606948852539062,-0.9591598510742188
-0.051548004150390625,-0.18592453002929688,-0.9596328735351562
-0.051593780517578125,-0.18553543090820312,-0.9594383239746094
-0.052021026611328125,-0.18561935424804688,-0.959381103515625
-0.051921844482421875,-0.18567657470703125,-0.959442138671875
-0.051380157470703125,-0.18584442138671875,-0.9589424133300781
-0.051929473876953125,-0.18567276000976562,-0.9588775634765625
-0.05164337158203125,-0.18589401245117188,-0.9591865539550781
-0.051845550537109375,-0.18572235107421875,-0.9595947265625
-0.05152130126953125,-0.1857757568359375,-0.9595489501953125
-0.0517425537109375,-0.18589401245117188,-0.9593734741210938
-0.0515594482421875,-0.18552017211914062,-0.9590721130371094
-0.05165863037109375,-0.18533706665039062,-0.9593620300292969
-0.05190277099609375,-0.18566131591796875,-0.9593963623046875
-0.05156707763671875,-0.18597412109375,-0.9592819213867188
-0.051548004150390625,-0.18569564819335938,-0.9594268798828125
-0.051570892333984375,-0.1861572265625,-0.9589691162109375
-0.051723480224609375,-0.18587493896484375,-0.9584541320800781
-0.051860809326171875,-0.18572235107421875,-0.9588966369628906
-0.0515899658203125,-0.18583297729492188,-0.9591827392578125
-0.0516204833984375,-0.18605422973632812,-0.9589805603027344
-0.051910400390625,-0.18569564819335938,-0.9596214294433594
-0.051639556884765625,-0.18592453002929688,-0.9596481323242188
-0.051967620849609375,-0.18546676635742188,-0.9591560363769531
-0.05161285400390625,-0.18552398681640625,-0.9590415954589844
-0.051910400390625,-0.18581390380859375,-0.9595756530761719
-0.051853179931640625,-0.185699462890625,-0.9592475891113281
-0.05170440673828125,-0.18572616577148438,-0.9595413208007812
-0.05184173583984375,-0.18563461303710938,-0.9593353271484375
-0.051609039306640625,-0.18585586547851562,-0.959197998046875
-0.05159759521484375,-0.18610382080078125,-0.9588699340820312
-0.051403045654296875,-0.18548583984375,-0.9590415954589844
-0.05161285400390625,-0.18598556518554688,-0.9593276977539062
-0.051654815673828125,-0.18603515625,-0.9591636657714844
-0.051906585693359375,-0.18597412109375,-0.9597702026367188
-0.051910400390625,-0.18558883666992188,-0.9590797424316406
-0.052013397216796875,-0.18552398681640625,-0.9594001770019531
-0.051792144775390625,-0.1856689453125,-0.959320068359375
-0.05191802978515625,-0.1859283447265625,-0.9590606689453125
-0.052032470703125,-0.1853790283203125,-0.9591598510742188
-0.051788330078125,-0.18559646606445312,-0.95928955078125
-0.051548004150390625,-0.18567276000976562,-0.9593696594238281
-0.051395416259765625,-0.18577194213867188,-0.9594078063964844
-0.051944732666015625,-0.18574142456054688,-0.9595756530761719
-0.051868438720703125,-0.18573760986328125,-0.9594955444335938
-0.051662445068359375,-0.18572998046875,-0.9590950012207031
-0.05171966552734375,-0.18555450439453125,-0.9589195251464844
-0.051578521728515625,-0.18585586547851562,-0.9589805603027344
-0.051666259765625,-0.18595123291015625,-0.9590682983398438
-0.051937103271484375,-0.18612289428710938,-0.959228515625
-0.052005767822265625,-0.18579864501953125,-0.9587669372558594
-0.0517120361328125,-0.1861114501953125,-0.9589729309082031
-0.051906585693359375,-0.18581008911132812,-0.9594078063964844
-0.05181121826171875,-0.1858367919921875,-0.9591484069824219
-0.0517578125,-0.18597793579101562,-0.9589691162109375
-0.0520782470703125,-0.185882568359375,-0.9592323303222656
-0.051357269287109375,-0.185882568359375,-0.9595985412597656
-0.05169677734375,-0.18558502197265625,-0.9594306945800781
-0.0519561767578125,-0.18560028076171875,-0.9596900939941406
-0.0518951416015625,-0.18599700927734375,-0.959442138671875
-0.0515899658203125,-0.18586349487304688,-0.9597702026367188
-0.05144500732421875,-0.18563461303710938,-0.9590873718261719
-0.051654815673828125,-0.18555831909179688,-0.9591102600097656
-0.051807403564453125,-0.18548965454101562,-0.95855712890625
-0.051624298095703125,-0.18581390380859375,-0.9589958190917969
-0.051708221435546875,-0.18566513061523438,-0.9594612121582031
-0.05170440673828125,-0.18544387817382812,-0.9593353271484375
-0.0517120361328125,-0.18559646606445312,-0.9591636657714844
-0.051910400390625,-0.1854248046875,-0.9590225219726562
-0.0516815185546875,-0.1854248046875,-0.9594650268554688
-0.051593780517578125,-0.185546875,-0.9588851928710938
-0.0516815185546875,-0.1855316162109375,-0.9595756530761719
-0.0518951416015625,-0.18578338623046875,-0.9591407775878906
-0.05181884765625,-0.1856689453125,-0.9592552185058594
-0.051731109619140625,-0.185760498046875,-0.9594001770019531
-0.05179595947265625,-0.18582534790039062,-0.95977783203125
-0.051616668701171875,-0.18603897094726562,-0.9593963623046875
-0.051631927490234375,-0.18568038940429688,-0.959075927734375
-0.051799774169921875,-0.1856689453125,-0.9590225219726562
-0.051975250244140625,-0.1857452392578125,-0.9589958190917969
-0.051990509033203125,-0.1854248046875,-0.9589157104492188
-0.05190277099609375,-0.18556594848632812,-0.959075927734375
-0.052211761474609375,-0.18571853637695312,-0.9588851928710938
-0.05194091796875,-0.18581008911132812,-0.9590682983398438
-0.051914215087890625,-0.18598556518554688,-0.95928955078125
-0.051937103271484375,-0.18557357788085938,-0.9591293334960938
-0.051544189453125,-0.18568038940429688,-0.9593467712402344
-0.05194091796875,-0.18593215942382812,-0.9594383239746094
-0.051692962646484375,-0.18586349487304688,-0.9590911865234375
-0.0518798828125,-0.18566131591796875,-0.95904541015625
-0.0517730712890625,-0.185577392578125,-0.9591560363769531
-0.051692962646484375,-0.18576812744140625,-0.9590568542480469
-0.0516815185546875,-0.1858978271484375,-0.9594230651855469
-0.051815032958984375,-0.18598556518554688,-0.9589691162109375
-0.05175018310546875,-0.18579864501953125,-0.9592857360839844
-0.05188751220703125,-0.18565750122070312,-0.958984375
-0.051647186279296875,-0.18595123291015625,-0.9588088989257812
-0.051723480224609375,-0.18582534790039062,-0.9593276977539062
-0.051624298095703125,-0.18583297729492188,-0.9592437744140625
-0.051540374755859375,-0.18591690063476562,-0.95904541015625
-0.051769256591796875,-0.18577194213867188,-0.9595298767089844
-0.05190277099609375,-0.1855926513671875,-0.9592208862304688
-0.051807403564453125,-0.18571853637695312,-0.9590950012207031
-0.051708221435546875,-0.18580245971679688,-0.9593658447265625
-0.051723480224609375,-0.18547821044921875,-0.9594917297363281
-0.05184173583984375,-0.18572998046875,-0.9588737487792969
-0.051700592041015625,-0.18584823608398438,-0.9591445922851562
-0.051601409912109375,-0.18603515625,-0.9593086242675781
