x,y,z
-0.051666259765625,-0.18585586547851562,-0.9595947265625
-0.05171966552734375,-0.18582916259765625,-0.9597129821777344
-0.051479339599609375,-0.18566131591796875,-0.9590110778808594
-0.051715850830078125,-0.18564605712890625,-0.9590835571289062
-0.051631927490234375,-0.18571853637695312,-0.9592094421386719
-0.05194091796875,-0.1857757568359375,-0.9591941833496094
-0.0516204833984375,-0.1857147216796875,-0.9593696594238281
-0.05164337158203125,-0.1856689453125,-0.959320068359375
-0.0515289306640625,-0.18552780151367188,-0.95916748046875
-0.05170440673828125,-0.18577194213867188,-0.9590568542480469
-0.051738739013671875,-0.18555450439453125,-0.9591217041015625
-0.0514984130859375,-0.185577392578125,-0.9589271545410156
-0.051570892333984375,-0.1858978271484375,-0.9593658447265625
-0.051898956298828125,-0.185821533203125,-0.9595794677734375
-0.051593780517578125,-0.18595504760742188,-0.959442138671875
-0.051605224609375,-0.18576431274414062,-0.9591903686523438
-0.051532745361328125,-0.1855621337890625,-0.9588088989257812
-0.0514068603515625,-0.1855926513671875,-0.9591140747070312
-0.051502227783203125,-0.185882568359375,-0.9591712951660156
-0.0517425537109375,-0.18605422973632812,-0.9589118957519531
-0.0521087646484375,-0.185302734375,-0.9595375061035156
-0.05184173583984375,-0.18550491333007812,-0.95904541015625
-0.052150726318359375,-0.18576431274414062,-0.9588851928710938
-0.051784515380859375,-0.18550872802734375,-0.9590950012207031
-0.051898956298828125,-0.18560791015625,-0.9593696594238281
-0.051952362060546875,-0.18563079833984375,-0.958892822265625
-0.051395416259765625,-0.18571853637695312,-0.9593238830566406
-0.051563262939453125,-0.185516357421875,-0.9590835571289062
-0.051605224609375,-0.18572998046875,-0.9587249755859375
-0.0520782470703125,-0.18579864501953125,-0.9591255187988281
-0.051776885986328125,-0.18590545654296875,-0.9593124389648438
-0.051494598388671875,-0.18544387817382812,-0.9591140747070312
-0.051898956298828125,-0.18558120727539062,-0.959228515625
-0.051410675048828125,-0.18572235107421875,-0.9593467712402344
-0.0517578125,-0.18558883666992188,-0.9589958190917969
-0.051593780517578125,-0.18551254272460938,-0.9593124389648438
-0.051776885986328125,-0.18573760986328125,-0.9591865539550781
