x,y,z
-0.18592071533203125,-0.9593925476074219,-0.051868438720703125
-0.1858062744140625,-0.9589805603027344,-0.051525115966796875
-0.18593978881835938,-0.9591903686523438,-0.05181121826171875
-0.18572616577148438,-0.9594802856445312,-0.05152130126953125
-0.18593597412109375,-0.9592857360839844,-0.051776885986328125
-0.18597030639648438,-0.9588890075683594,-0.051845550537109375
-0.18607711791992188,-0.9589881896972656,-0.051677703857421875
-0.18555450439453125,-0.9591903686523438,-0.051792144775390625
-0.18532943725585938,-0.9592399597167969,-0.051769256591796875
-0.1854400634765625,-0.9594001770019531,-0.051860809326171875
-0.18572998046875,-0.9592399597167969,-0.052005767822265625
-0.18523025512695312,-0.9592857360839844,-0.05187225341796875
-0.18569564819335938,-0.9591102600097656,-0.051509857177734375
-0.1859130859375,-0.9593009948730469,-0.05149078369140625
-0.1860809326171875,-0.9590110778808594,-0.05164337158203125
-0.18621063232421875,-0.9592819213867188,-0.051647186279296875
-0.1858978271484375,-0.9590950012207031,-0.051692962646484375
-0.18590164184570312,-0.9591712951660156,-0.051971435546875
-0.18570709228515625,-0.9590950012207031,-0.051677703857421875
-0.18578338623046875,-0.9594230651855469,-0.0518341064453125
-0.18582534790039062,-0.9594383239746094,-0.051815032958984375
-0.18585968017578125,-0.9594001770019531,-0.051544189453125
-0.18590164184570312,-0.95928955078125,-0.05169677734375
-0.18581390380859375,-0.9591331481933594,-0.051616668701171875
-0.18561935424804688,-0.9589805603027344,-0.051914215087890625
-0.18579864501953125,-0.9587669372558594,-0.051723480224609375
-0.18605422973632812,-0.9592437744140625,-0.05171966552734375
-0.18587493896484375,-0.9593734741210938,-0.051731109619140625
-0.18585205078125,-0.9589996337890625,-0.051605224609375
-0.18562698364257812,-0.95904541015625,-0.05159759521484375
-0.18582916259765625,-0.9592857360839844,-0.0516510009765625
-0.18578720092773438,-0.9588356018066406,-0.05156707763671875
-0.18558502197265625,-0.9590377807617188,-0.051837921142578125
-0.18560028076171875,-0.9586868286132812,-0.05171966552734375
-0.18562698364257812,-0.9592666625976562,-0.051654815673828125
-0.18552780151367188,-0.9592170715332031,-0.05144500732421875
-0.185546875,-0.9594573974609375,-0.051647186279296875
-0.18577194213867188,-0.959320068359375,-0.0516204833984375
-0.18593215942382812,-0.9593925476074219,-0.0515594482421875
-0.18597030639648438,-0.958892822265625,-0.051647186279296875
-0.18581771850585938,-0.9590110778808594,-0.051605224609375
-0.18553924560546875,-0.9588508605957031,-0.051544189453125
-0.18616104125976562,-0.95916748046875,-0.051540374755859375
-0.18617630004882812,-0.9592933654785156,-0.05205535888671875
-0.18586349487304688,-0.9590682983398438,-0.051670074462890625
-0.185882568359375,-0.9590110778808594,-0.05145263671875
-0.18584060668945312,-0.9594345092773438,-0.05133056640625
-0.18593978881835938,-0.9591102600097656,-0.051616668701171875
-0.18597030639648438,-0.9591140747070312,-0.05159759521484375
-0.18578338623046875,-0.9590110778808594,-0.051860809326171875
-0.18564987182617188,-0.9588356018066406,-0.05173492431640625
-0.18610763549804688,-0.9587211608886719,-0.05161285400390625
-0.18609619140625,-0.9593887329101562,-0.0517120361328125
-0.18587493896484375,-0.9594841003417969,-0.05167388916015625
-0.18573760986328125,-0.9589920043945312,-0.051666259765625
-0.1859283447265625,-0.9594078063964844,-0.051494598388671875
-0.18572998046875,-0.9593887329101562,-0.0517120361328125
-0.18555831909179688,-0.9595603942871094,-0.051788330078125
-0.18584060668945312,-0.9596633911132812,-0.0518951416015625
-0.18581771850585938,-0.9592628479003906,-0.05210113525390625
-0.1856231689453125,-0.9590950012207031,-0.051631927490234375
-0.18560028076171875,-0.9591865539550781,-0.05162811279296875
-0.18552017211914062,-0.9591598510742188,-0.05170440673828125
-0.18581771850585938,-0.9596710205078125,-0.051685333251953125
-0.18571090698242188,-0.9594230651855469,-0.05157470703125
-0.18556594848632812,-0.958770751953125,-0.051425933837890625
-0.18585205078125,-0.9591941833496094,-0.051914215087890625
-0.18597030639648438,-0.9591140747070312,-0.052082061767578125
-0.18582916259765625,-0.9594497680664062,-0.051670074462890625
-0.18576431274414062,-0.9592437744140625,-0.05164337158203125
-0.1857452392578125,-0.9590950012207031,-0.05175018310546875
-0.18575286865234375,-0.9592552185058594,-0.051906585693359375
-0.18598175048828125,-0.9593887329101562,-0.051929473876953125
-0.18571853637695312,-0.9596366882324219,-0.05159759521484375
-0.18584060668945312,-0.9592552185058594,-0.051486968994140625
-0.1854095458984375,-0.9592399597167969,-0.051807403564453125
-0.18550872802734375,-0.9592742919921875,-0.05144500732421875
-0.18572235107421875,-0.958892822265625,-0.051761627197265625
-0.18565750122070312,-0.9589309692382812,-0.051639556884765625
-0.18585586547851562,-0.9590568542480469,-0.051502227783203125
-0.18604660034179688,-0.9589042663574219,-0.051708221435546875
-0.18573379516601562,-0.9594230651855469,-0.0514068603515625
-0.18584823608398438,-0.9587478637695312,-0.05152130126953125
-0.18590164184570312,-0.9591827392578125,-0.05196380615234375
-0.18570709228515625,-0.9591140747070312,-0.051849365234375
-0.18560028076171875,-0.9589881896972656,-0.051670074462890625
-0.18581390380859375,-0.9593086242675781,-0.05142974853515625
-0.18603134155273438,-0.95928955078125,-0.05178070068359375
-0.18627166748046875,-0.9593544006347656,-0.0517730712890625
