x,y,z
-0.18580245971679688,-0.959716796875,-0.051799774169921875
-0.18593978881835938,-0.9592018127441406,-0.051868438720703125
-0.18540573120117188,-0.9591178894042969,-0.05197906494140625
-0.1857147216796875,-0.9595375061035156,-0.0517425537109375
-0.18572616577148438,-0.9594039916992188,-0.051731109619140625
-0.18576812744140625,-0.9597969055175781,-0.051616668701171875
-0.18572998046875,-0.9591331481933594,-0.051624298095703125
-0.18588638305664062,-0.9583625793457031,-0.051837921142578125
-0.18576431274414062,-0.9594230651855469,-0.051700592041015625
-0.18579483032226562,-0.9592933654785156,-0.0513458251953125
-0.18602371215820312,-0.9595527648925781,-0.051143646240234375
-0.18578720092773438,-0.9592323303222656,-0.051605224609375
-0.1856842041015625,-0.958740234375,-0.051788330078125
-0.18564224243164062,-0.9589347839355469,-0.05155181884765625
-0.18601608276367188,-0.9592742919921875,-0.05149078369140625
-0.185821533203125,-0.9589920043945312,-0.051456451416015625
-0.18569183349609375,-0.95916748046875,-0.051776885986328125
-0.18549728393554688,-0.9590263366699219,-0.051727294921875
-0.18558120727539062,-0.9593238830566406,-0.05147552490234375
-0.18572616577148438,-0.9591102600097656,-0.051883697509765625
-0.18585968017578125,-0.9592742919921875,-0.051631927490234375
-0.18589019775390625,-0.9589271545410156,-0.051624298095703125
-0.18578338623046875,-0.95953369140625,-0.051403045654296875
-0.18571853637695312,-0.9589996337890625,-0.051616668701171875
-0.18577194213867188,-0.9592819213867188,-0.05155181884765625
-0.1858062744140625,-0.9589309692382812,-0.051990509033203125
-0.18574905395507812,-0.9589729309082031,-0.0517730712890625
-0.18581390380859375,-0.9588813781738281,-0.05157470703125
-0.18564605712890625,-0.958953857421875,-0.051471710205078125
-0.185516357421875,-0.9587516784667969,-0.051593780517578125
-0.18595123291015625,-0.9589729309082031,-0.051860809326171875
-0.18563461303710938,-0.9583702087402344,-0.05207061767578125
-0.18575286865234375,-0.9588623046875,-0.05181121826171875
-0.1858062744140625,-0.9592704772949219,-0.05179595947265625
-0.18561935424804688,-0.9590988159179688,-0.0519256591796875
-0.18541717529296875,-0.9588623046875,-0.051727294921875
-0.18584442138671875,-0.9589157104492188,-0.05130767822265625
-0.1859893798828125,-0.9592361450195312,-0.051433563232421875
-0.18564605712890625,-0.9592247009277344,-0.051605224609375
-0.18566131591796875,-0.9591636657714844,-0.0519256591796875
-0.18582916259765625,-0.9590263366699219,-0.05182647705078125
-0.18610763549804688,-0.9591560363769531,-0.051837921142578125
-0.18591690063476562,-0.9587631225585938,-0.05171966552734375
-0.18589401245117188,-0.9587783813476562,-0.051910400390625
-0.18580245971679688,-0.9592018127441406,-0.05178070068359375
-0.18564224243164062,-0.9589653015136719,-0.05170440673828125
-0.1857757568359375,-0.9591140747070312,-0.051593780517578125
-0.18561935424804688,-0.9594383239746094,-0.05185699462890625
-0.18583297729492188,-0.9591178894042969,-0.051792144775390625
-0.18575286865234375,-0.9591560363769531,-0.05152130126953125
-0.18568038940429688,-0.9590568542480469,-0.051666259765625
-0.185577392578125,-0.9587669372558594,-0.05194854736328125
-0.18596267700195312,-0.9590682983398438,-0.05190277099609375
-0.1859130859375,-0.9590797424316406,-0.05194091796875
-0.18565750122070312,-0.9593467712402344,-0.05164337158203125
-0.18570709228515625,-0.9595718383789062,-0.0515594482421875
-0.18563461303710938,-0.958984375,-0.052001953125
-0.18555068969726562,-0.9592628479003906,-0.05185699462890625
-0.18555068969726562,-0.9589080810546875,-0.051540374755859375
-0.18599319458007812,-0.9591751098632812,-0.051570892333984375
-0.18586349487304688,-0.9592132568359375,-0.051666259765625
-0.18595123291015625,-0.9595718383789062,-0.051662445068359375
-0.18566131591796875,-0.9592666625976562,-0.051631927490234375
-0.18558120727539062,-0.9594154357910156,-0.051517486572265625
-0.18629837036132812,-0.9586868286132812,-0.05162811279296875
-0.1859283447265625,-0.9587135314941406,-0.0516815185546875
-0.18601608276367188,-0.9593849182128906,-0.051380157470703125
-0.18573379516601562,-0.9593391418457031,-0.0514373779296875
-0.18567276000976562,-0.9591064453125,-0.05168914794921875
-0.18552398681640625,-0.9590721130371094,-0.05161285400390625
-0.1856842041015625,-0.9585609436035156,-0.051715850830078125
-0.18585968017578125,-0.9592132568359375,-0.051403045654296875
-0.18567276000976562,-0.959014892578125,-0.05152130126953125
-0.18572998046875,-0.959014892578125,-0.05158233642578125
-0.18547439575195312,-0.9588470458984375,-0.051601409912109375
-0.18567276000976562,-0.9588813781738281,-0.051517486572265625
-0.18584060668945312,-0.9590187072753906,-0.0519256591796875
-0.18572235107421875,-0.9595565795898438,-0.0519256591796875
-0.18564987182617188,-0.959503173828125,-0.051784515380859375
-0.18576812744140625,-0.959136962890625,-0.0515594482421875
-0.18578720092773438,-0.9594802856445312,-0.051479339599609375
-0.18575286865234375,-0.9588432312011719,-0.0516204833984375
-0.18588638305664062,-0.9590911865234375,-0.051677703857421875
-0.1855010986328125,-0.9593124389648438,-0.051944732666015625
-0.18563079833984375,-0.9591484069824219,-0.05181884765625
-0.18564987182617188,-0.9588584899902344,-0.0517578125
-0.18581390380859375,-0.9590530395507812,-0.05187225341796875
-0.1860198974609375,-0.9593849182128906,-0.05179595947265625
-0.1861419677734375,-0.9591407775878906,-0.051914215087890625
-0.18585968017578125,-0.9587669372558594,-0.05168914794921875
-0.185699462890625,-0.9588775634765625,-0.051727294921875
-0.1857757568359375,-0.9589805603027344,-0.05161285400390625
-0.1858367919921875,-0.9587287902832031,-0.051788330078125
-0.18613052368164062,-0.958740234375,-0.05170440673828125
-0.185821533203125,-0.9589729309082031,-0.051700592041015625
-0.18564605712890625,-0.9590187072753906,-0.051654815673828125
-0.18561172485351562,-0.9595413208007812,-0.051876068115234375
-0.18559646606445312,-0.9595298767089844,-0.0516357421875
-0.18586349487304688,-0.9593048095703125,-0.0516357421875
-0.18573760986328125,-0.9593238830566406,-0.05155181884765625
-0.18558502197265625,-0.959716796875,-0.051448822021484375
-0.18573760986328125,-0.9588584899902344,-0.051548004150390625
-0.18577194213867188,-0.9585037231445312,-0.051540374755859375
-0.18574142456054688,-0.9590301513671875,-0.051670074462890625
-0.185699462890625,-0.9590377807617188,-0.051788330078125
-0.18590545654296875,-0.9586868286132812,-0.052089691162109375
-0.18603897094726562,-0.9592857360839844,-0.052005767822265625
-0.18583297729492188,-0.9593544006347656,-0.051700592041015625
-0.18588638305664062,-0.95904541015625,-0.051685333251953125
-0.1859130859375,-0.9590835571289062,-0.051586151123046875
-0.18587875366210938,-0.9590034484863281,-0.0515594482421875
-0.18536758422851562,-0.9594192504882812,-0.051666259765625
-0.18581771850585938,-0.958831787109375,-0.051692962646484375
-0.186126708984375,-0.9591751098632812,-0.051540374755859375
-0.18597030639648438,-0.9593620300292969,-0.0514678955078125
-0.18577957153320312,-0.9590187072753906,-0.051513671875
-0.18556976318359375,-0.95892333984375,-0.05179595947265625
-0.18604660034179688,-0.9592170715332031,-0.05161285400390625
-0.18593597412109375,-0.9592399597167969,-0.05155181884765625
-0.18557357788085938,-0.9587898254394531,-0.0517120361328125
-0.185760498046875,-0.958892822265625,-0.052089691162109375
-0.18596267700195312,-0.9588127136230469,-0.051849365234375
