x,y,z
-0.051647186279296875,-0.1856689453125,-0.9591827392578125
-0.051792144775390625,-0.18600082397460938,-0.9593048095703125
-0.051578521728515625,-0.18572998046875,-0.9594917297363281
-0.0519561767578125,-0.185882568359375,-0.95904541015625
-0.051937103271484375,-0.18587112426757812,-0.9588661193847656
-0.05182647705078125,-0.1860504150390625,-0.9593429565429688
-0.051723480224609375,-0.18582534790039062,-0.9590873718261719
-0.05194091796875,-0.18593215942382812,-0.9591789245605469
-0.052001953125,-0.1858978271484375,-0.9595108032226562
-0.05191802978515625,-0.18603897094726562,-0.9592971801757812
-0.051624298095703125,-0.18597030639648438,-0.9590187072753906
-0.051692962646484375,-0.185821533203125,-0.9591789245605469
-0.051822662353515625,-0.1859130859375,-0.9595069885253906
-0.051876068115234375,-0.18567276000976562,-0.9594917297363281
-0.05185699462890625,-0.18577957153320312,-0.9591636657714844
-0.051723480224609375,-0.18571853637695312,-0.9595069885253906
-0.051784515380859375,-0.18571090698242188,-0.9594001770019531
-0.051525115966796875,-0.18559646606445312,-0.9592056274414062
-0.051677703857421875,-0.18582916259765625,-0.9590797424316406
-0.051990509033203125,-0.1858673095703125,-0.958892822265625
-0.051944732666015625,-0.18563461303710938,-0.9587745666503906
-0.051959991455078125,-0.18581390380859375,-0.9588356018066406
-0.051677703857421875,-0.18567657470703125,-0.9589195251464844
-0.0517425537109375,-0.18569183349609375,-0.9593391418457031
-0.051692962646484375,-0.18536376953125,-0.9591178894042969
-0.051631927490234375,-0.18558120727539062,-0.9591064453125
-0.051670074462890625,-0.18587112426757812,-0.9589080810546875
-0.05165863037109375,-0.1858978271484375,-0.9592399597167969
-0.0518341064453125,-0.1858367919921875,-0.9592933654785156
-0.05170440673828125,-0.18590545654296875,-0.9593582153320312
-0.051502227783203125,-0.18569183349609375,-0.9591064453125
-0.051670074462890625,-0.18564224243164062,-0.9590606689453125
-0.051853179931640625,-0.18555068969726562,-0.9594268798828125
-0.05152130126953125,-0.18569183349609375,-0.9589614868164062
-0.051727294921875,-0.18580245971679688,-0.9587936401367188
-0.052097320556640625,-0.1858367919921875,-0.9589500427246094
-0.051830291748046875,-0.18595123291015625,-0.9593391418457031
-0.051464080810546875,-0.185302734375,-0.9590530395507812
-0.051387786865234375,-0.18558502197265625,-0.9590263366699219
-0.05155181884765625,-0.18549728393554688,-0.9592247009277344
-0.05150604248046875,-0.18605422973632812,-0.9591598510742188
-0.051788330078125,-0.18602371215820312,-0.9590492248535156
-0.051944732666015625,-0.18623733520507812,-0.9590263366699219
-0.051731109619140625,-0.1858367919921875,-0.9595870971679688
-0.051910400390625,-0.18563461303710938,-0.9592971801757812
-0.05194854736328125,-0.18572998046875,-0.9589729309082031
-0.052021026611328125,-0.18599700927734375,-0.9592018127441406
-0.05187225341796875,-0.18610763549804688,-0.95947265625
-0.051788330078125,-0.1856689453125,-0.9593124389648438
-0.051788330078125,-0.18598556518554688,-0.9588127136230469
-0.051967620849609375,-0.18598175048828125,-0.9598541259765625
-0.051609039306640625,-0.18593215942382812,-0.959228515625
-0.0517425537109375,-0.18579864501953125,-0.9593429565429688
-0.05170440673828125,-0.18556594848632812,-0.9591636657714844
-0.05161285400390625,-0.18592453002929688,-0.9592361450195312
-0.05161285400390625,-0.18579864501953125,-0.9594573974609375
-0.051727294921875,-0.18559646606445312,-0.95892333984375
-0.05152130126953125,-0.1856689453125,-0.9592819213867188
-0.05194091796875,-0.18580245971679688,-0.9593086242675781
-0.051692962646484375,-0.18555831909179688,-0.9587669372558594
-0.051403045654296875,-0.1859588623046875,-0.9590988159179688
-0.051342010498046875,-0.18582534790039062,-0.9587898254394531
-0.05145263671875,-0.18599319458007812,-0.9588584899902344
-0.051639556884765625,-0.18595123291015625,-0.9588546752929688
-0.051471710205078125,-0.18581771850585938,-0.9587745666503906
-0.051540374755859375,-0.1859130859375,-0.9593009948730469
-0.0515899658203125,-0.18569564819335938,-0.9587326049804688
-0.0515289306640625,-0.1857147216796875,-0.9590263366699219
-0.051548004150390625,-0.18559646606445312,-0.9595069885253906
-0.052032470703125,-0.18592071533203125,-0.9589958190917969
-0.051692962646484375,-0.18577194213867188,-0.9587020874023438
-0.05164337158203125,-0.18582534790039062,-0.9588546752929688
-0.05169677734375,-0.18568038940429688,-0.9592323303222656
-0.051654815673828125,-0.18587875366210938,-0.9595413208007812
-0.051746368408203125,-0.18570709228515625,-0.9589767456054688
-0.051601409912109375,-0.18595504760742188,-0.9594535827636719
-0.051578521728515625,-0.18600845336914062,-0.9593696594238281
-0.051639556884765625,-0.18584823608398438,-0.9592132568359375
-0.051654815673828125,-0.1854248046875,-0.9592208862304688
-0.05191802978515625,-0.1854248046875,-0.9594764709472656
-0.05208587646484375,-0.18601608276367188,-0.9589881896972656
